ContigID,Type,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Isolate
CENOTE_11_20_META17430_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META17430
CENOTE_11_20_META17723_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META17723
CENOTE_11_20_META17723_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META17723
CENOTE_11_20_META19041_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META19041
CENOTE_11_20_META19041_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META19041
CENOTE_11_20_META19041_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META19041
CENOTE_11_20_META19580_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META19580
CENOTE_11_20_META20463_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20463
CENOTE_11_20_META20513_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20513
CENOTE_11_20_META20513_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20513
CENOTE_11_20_META22122_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22122
CENOTE_11_20_META22122_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22122
CENOTE_11_20_META22132_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META22132
CENOTE_11_20_META22428_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22428
CENOTE_11_20_META22428_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22428
CENOTE_11_20_META22428_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22428
CENOTE_11_20_META23945_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META23945
CENOTE_11_20_META23945_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META23945
CENOTE_11_20_META24493_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META24493
CENOTE_11_20_META24493_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META24493
CENOTE_11_20_META25496_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META25496
CENOTE_11_20_META26055_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26055
CENOTE_11_20_META26055_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26055
CENOTE_11_20_META26511_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26511
CENOTE_11_20_META26814_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26814
CENOTE_11_20_META26814_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26814
CENOTE_11_20_META26814_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26814
CENOTE_11_20_META26856_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26856
CENOTE_11_20_META26856_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26856
CENOTE_11_20_META26856_4_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26856
CENOTE_11_20_META26856_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26856
CENOTE_11_20_META26888_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26888
CENOTE_11_20_META26888_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26888
CENOTE_11_20_META26888_4_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26888
CENOTE_11_20_META26888_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26888
CENOTE_11_20_META27051_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META27051
CENOTE_11_20_META27051_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META27051
CENOTE_11_20_META27051_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META27051
CENOTE_11_20_META29489_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29489
CENOTE_11_20_META29508_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_11_20_META29508
CENOTE_11_20_META29537_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29537
CENOTE_11_20_META29589_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29589
CENOTE_11_20_META29611_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29611
CENOTE_11_20_META29611_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29611
CENOTE_11_20_META29639_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29639
CENOTE_11_20_META29639_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29639
CENOTE_11_20_META29645_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29645
CENOTE_11_20_META29645_3_Rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29645
CENOTE_11_20_META29645_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29645
CENOTE_11_20_META29722_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29722
CENOTE_11_20_META29752_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29752
CENOTE_11_20_META29752_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29752
CENOTE_11_20_META29758_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_11_20_META29758
CENOTE_11_20_META29758_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_11_20_META29758
CENOTE_11_20_META29788_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29788
CENOTE_11_20_META29788_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29788
CENOTE_11_20_META29788_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29788
CENOTE_11_20_META29841_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29841
CENOTE_11_20_META29841_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29841
CENOTE_11_20_META29876_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_11_20_META29876
CENOTE_11_20_META29900_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29900
CENOTE_11_20_META29900_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29900
CENOTE_11_20_META29901_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29901
CENOTE_11_20_META29901_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29901
CENOTE_11_20_META29928_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29928
CENOTE_11_20_META29942_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29942
CENOTE_11_20_META29985_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29985
CENOTE_11_20_META29993_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29993
CENOTE_11_20_META30004_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META30004
CENOTE_11_20_META30004_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META30004
CENOTE_11_20_META30011_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_11_20_META30011
CENOTE_11_20_META30024_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30024
CENOTE_11_20_META30315_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30315
CENOTE_11_20_META30326_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30326
CENOTE_11_20_META30326_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30326
CENOTE_11_20_META30326_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30326
CENOTE_11_20_META30485_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30485
CENOTE_11_20_META30485_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30485
CENOTE_11_20_META30509_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30509
CENOTE_11_20_META30561_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30561
CENOTE_11_20_META30561_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30561
CENOTE_11_20_META30565_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30565
CENOTE_11_20_META30565_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30565
CENOTE_11_20_META30565_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30565
CENOTE_11_20_META34927_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META34927
CENOTE_11_20_META34953_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META34953
CENOTE_11_20_META35134_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META35134
CENOTE_11_20_META35134_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META35134
CENOTE_11_20_META37062_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_11_20_META37062
CENOTE_11_20_META39317_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39317
CENOTE_11_20_META39317_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39317
CENOTE_11_20_META39369_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39369
CENOTE_11_20_META39369_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39369
CENOTE_11_20_META39369_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39369
CENOTE_11_20_META39435_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39435
CENOTE_11_20_META39473_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39473
CENOTE_11_20_META39473_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39473
CENOTE_11_20_META39473_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39473
CENOTE_11_20_META39491_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39491
CENOTE_11_20_META39628_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39628
CENOTE_11_20_META39651_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39651
CENOTE_11_20_META39666_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39666
CENOTE_11_20_META39666_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39666
CENOTE_11_20_META39668_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39668
CENOTE_11_20_META39668_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39668
CENOTE_11_20_META9562_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9562
CENOTE_11_20_META9562_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9562
CENOTE_11_20_META9745_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META9745
CENOTE_11_20_META9764_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9764
CENOTE_11_20_META9764_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9764
CENOTE_1_10_META12564_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META12564
CENOTE_1_10_META12564_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META12564
CENOTE_1_10_META12831_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META12831
CENOTE_1_10_META12831_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META12831
CENOTE_1_10_META12831_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META12831
CENOTE_1_10_META12844_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_1_10_META12844
CENOTE_1_10_META13609_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META13609
CENOTE_1_10_META13991_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META13991
CENOTE_1_10_META13991_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META13991
CENOTE_1_10_META14071_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14071
CENOTE_1_10_META14071_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14071
CENOTE_1_10_META14358_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14358
CENOTE_1_10_META14358_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14358
CENOTE_1_10_META1531_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META1531
CENOTE_1_10_META1531_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META1531
CENOTE_1_10_META1531_4_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META1531
CENOTE_1_10_META1531_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META1531
CENOTE_1_10_META1584_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META1584
CENOTE_1_10_META1584_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META1584
CENOTE_1_10_META18911_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META18911
CENOTE_1_10_META18911_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META18911
CENOTE_1_10_META18911_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META18911
CENOTE_1_10_META20320_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20320
CENOTE_1_10_META20320_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20320
CENOTE_1_10_META20320_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20320
CENOTE_1_10_META20738_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20738
CENOTE_1_10_META20738_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20738
CENOTE_1_10_META24107_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META24107
CENOTE_1_10_META24107_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META24107
CENOTE_1_10_META24107_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META24107
CENOTE_1_10_META4795_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META4795
CENOTE_1_10_META4795_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META4795
CENOTE_1_10_META7581_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META7581
CENOTE_1_10_META7581_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META7581
CENOTE_1_10_META7581_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META7581
CENOTE_21_30_META10124_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META10124
CENOTE_21_30_META10198_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META10198
CENOTE_21_30_META10198_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META10198
CENOTE_21_30_META10198_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META10198
CENOTE_21_30_META10212_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META10212
CENOTE_21_30_META10212_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META10212
CENOTE_21_30_META1191_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META1191
CENOTE_21_30_META3730_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3730
CENOTE_21_30_META3730_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3730
CENOTE_21_30_META3730_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3730
CENOTE_21_30_META3793_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3793
CENOTE_21_30_META3793_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3793
CENOTE_21_30_META3854_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3854
CENOTE_21_30_META4195_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4195
CENOTE_21_30_META4195_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4195
